Date,Rendement,Rentabilite
2013-09-04,-0.000716284055436136,0.025023508394829194
2013-09-05,4.309628636387728e-05,-0.0015031816018623273
2013-09-06,-8.60595008245577e-05,0.0030112856319188175
2013-09-09,-0.0002910686116308513,0.010295609818011777
2013-09-10,-8.97123861441073e-05,0.00318396722974412
2013-09-11,0.00021024660771490109,-0.007403414475600336
2013-09-12,0.00021964605519824627,-0.007671629701049002
2013-09-13,-0.0009618416952143378,0.034831353178846745
2013-09-16,5.7443767682455635e-05,-0.002075662034365356
2013-09-17,-0.0003970249958440244,0.014566634687781365
2013-09-18,-0.0001776241894138297,0.00656205567579258
2013-09-19,-1.653041340431401e-05,0.0006110846493572161
2013-09-20,0.0001617827829890754,-0.005943172266143153
2013-09-23,0.00016716917779870542,-0.006101500097307563
2013-09-24,-9.562243853157844e-05,0.0035030227773870204
2013-09-25,5.605862492220162e-06,-0.0002053201024940277
2013-09-26,0.00032923726108202,-0.011907049658749167
2013-09-27,0.0005034748248382213,-0.017864743885114776
2013-09-30,7.055522287557117e-05,-0.0024968947336083736
2013-10-01,0.00010953745886911808,-0.0038606209111845917
2013-10-02,-6.630810296617083e-05,0.002342802716131651
2013-10-03,0.0003470933124332373,-0.012106478896437208
2013-10-04,-0.0002565938908846152,0.009035441507345353
2013-10-07,-2.419131858245104e-05,0.000852617098778337
2013-10-08,0.00042956270441058914,-0.014901142508029092
2013-10-09,-0.00013643974193212094,0.004756798692231555
2013-10-10,-0.0006156058061012954,0.021960755415678324
2013-10-11,-0.0001817456882368405,0.006528211021719765
2013-10-14,-0.00022523514757902518,0.008160058337692972
2013-10-15,6.890312568750767e-05,-0.002489732268768728
2013-10-16,-0.00034663598557957865,0.01269312459586547
2013-10-17,-0.00025004914374540004,0.009245625049122354
2013-10-18,4.963279129673249e-05,-0.001831638111713372
2013-10-21,-0.0002842126516425004,0.010605839704378507
2013-10-22,6.939038225214558e-05,-0.0025823601874600402
2013-10-23,0.00037043895501120755,-0.013588266541229022
2013-10-24,-5.0219475133338064e-05,0.0018457147991452255
2013-10-25,-0.0004972986316776259,0.018636427188339123
2013-10-28,-0.00013336763408413626,0.005024461951226365
2013-10-29,-0.00017186896603539403,0.00651942824250335
2013-10-30,2.9360789632397294e-05,-0.001112424473182195
2013-10-31,2.6271770249112735e-05,-0.000994344682088186
2013-11-01,0.00015344117866644864,-0.005772182033429979
2013-11-04,7.473166426766233e-05,-0.002802966177458968
2013-11-05,0.0002490491276666027,-0.009027388720199729
2013-11-06,-0.00023807843398345653,0.008709070962604136
2013-11-07,0.00020571726423777547,-0.007465967619243352
2013-11-08,-3.450681521685814e-05,0.0012539922911466153
2013-11-11,-8.753649758874249e-05,0.003191832535204974
2013-11-12,-0.0002851779318975097,0.01051377941015219
2013-11-13,-0.00018249371151064856,0.006776163676946237
2013-11-14,0.00023122678961852035,-0.008508610608755457
2013-11-15,-0.0001456626139692507,0.005390527666941063
2013-11-18,-8.55641756492698e-05,0.003177078564970708
2013-11-19,-0.000106175788811741,0.003958864861594676
2013-11-20,0.00014888819896891102,-0.005519127995363096
2013-11-21,-0.0006975683157059351,0.026582561977453744
2013-11-22,0.0014568901108543977,-0.05244719233068343
2013-11-25,0.00013655976779017998,-0.004890671065892308
2013-11-26,0.00011485840934290403,-0.0040956679064466294
2013-11-27,-0.00028534385166254514,0.010285480672650352
2013-11-29,6.793673246797695e-05,-0.0024425235185779946
2013-12-02,0.00015985675586347166,-0.005712626465613062
2013-12-03,0.00017338421564081494,-0.006155729708409758
2013-12-04,-0.00021924996434445038,0.007848690587672437
2013-12-05,-0.0005824912273532756,0.021321468334567665
2013-12-06,-0.000600002430803735,0.022483262202337182
2013-12-09,-0.00011469016724276842,0.004317219582958659
2013-12-10,0.0001146901672427685,-0.0042976644256172165
2013-12-11,0.00042576515067563423,-0.01569027030460231
2013-12-12,-5.398187086109868e-05,0.001993520176640832
2013-12-13,0.00019537481396217243,-0.0071605712424334025
2013-12-16,-0.00017380855978748003,0.0064132643097061445
2013-12-17,-0.00021939541498523985,0.008165062662724447
2013-12-18,-0.000515014858888149,0.019562048617080108
2013-12-19,1.0203620409251514e-05,-0.00038741069370597757
2013-12-20,8.705962694025926e-05,-0.0032940064032904825
2013-12-23,-0.0002694916553474107,0.01030723953603158
2013-12-24,-0.00011021486681459657,0.00423417691833546
2013-12-26,-0.0002665273843266043,0.01035085366168203
2013-12-27,9.805832441298344e-05,-0.0037929922592445215
2013-12-30,-0.00024372330149068948,0.00952190169850931
2013-12-31,-0.00010096370401185958,0.003960931847245273
2014-01-02,0.00015902636257559947,-0.006198130254646483
2014-01-03,9.703385853842262e-06,-0.0003780438029789616
2014-01-06,0.0003145330038279866,-0.012098190037289168
2014-01-07,-0.0001238008848978511,0.00478586133034174
2014-01-08,0.00015369419805659248,-0.005904543050331179
2014-01-09,0.00012028190486314234,-0.004598554115585186
2014-01-10,-0.00021965306990055433,0.00847256344531092
2014-01-13,2.9729514434134644e-05,-0.0011453586171757805
2014-01-14,-0.0009638934346013636,0.0386439497026536
2014-01-15,-0.00014599729043177366,0.005889461027184226
2014-01-16,0.00011848871091160311,-0.004755901990250847
2014-01-17,0.0006488513033205011,-0.02534964153767414
2014-01-21,0.00025357128483345653,-0.009804455794470278
2014-01-22,0.00027890298143399606,-0.010662871149085783
2014-01-23,0.00018257673143671,-0.006929236781008953
2014-01-24,0.0003311221871226219,-0.012402662134405443
2014-01-27,9.467271574322817e-05,-0.0035328968126727275
2014-01-28,-0.00018866105040879453,0.0070928923476494465
