Date,Valeurs,Gain,Rendement,Rentabilite
2013-09-04,103.36,0.7000000000000028,-4.8427665887524295e-05,0.0067701969201245825
2013-09-05,103.68,0.3200000000000074,-2.1920565167607812e-05,0.0030740546670306058
2013-09-06,103.23,-0.45000000000000284,3.086461442518339e-05,-0.004309413163352621
2013-09-09,104.48,1.25,-8.507856962531335e-05,0.012023804506999698
2013-09-10,106.26,1.7800000000000011,-0.00011769724164509625,0.01691905620399044
2013-09-11,107.83,1.5699999999999932,-0.0001005864529639084,0.014674493539507323
2013-09-12,107.83,0.0,-0.0,0.0
2013-09-13,108.39,0.5600000000000023,-3.517292318132344e-05,0.005158186995208757
2013-09-16,109.7,1.3100000000000023,-8.087693973338253e-05,0.012005108852313876
2013-09-17,110.39,0.6899999999999977,-4.182750770110654e-05,0.006248053987285199
2013-09-18,111.01,0.6200000000000045,-3.714061677147599e-05,0.005579310148696452
2013-09-19,112.0,0.9899999999999949,-5.845266645376114e-05,0.008859662818637625
2013-09-20,109.58,-2.4200000000000017,0.00014474891106112546,-0.021462393946081747
2013-09-23,109.42,-0.1599999999999966,9.795829876143894e-06,-0.00145032463006177
2013-09-24,110.0,0.5799999999999983,-3.5374300110236166e-05,0.005265301993071981
2013-09-25,109.26,-0.7399999999999949,4.519881995123774e-05,-0.006682073907321443
2013-09-26,109.66,0.3999999999999915,-2.4507545162374578e-05,0.0036364845837044703
2013-09-27,109.36,-0.29999999999999716,1.836385139292994e-05,-0.0027173647643283644
2013-09-30,107.82,-1.5400000000000063,9.587649518867923e-05,-0.01398605474109521
2013-10-01,107.38,-0.4399999999999977,2.789839425760001e-05,-0.004052977139038614
2013-10-02,104.98,-2.3999999999999915,0.00015628976266584817,-0.02219424106244117
2013-10-03,103.69,-1.2900000000000063,8.699524697988394e-05,-0.012201059620614003
2013-10-04,104.27,0.5799999999999983,-3.938047983812053e-05,0.005554215816815349
2013-10-07,104.03,-0.23999999999999488,1.6242113002209618e-05,-0.002285474584034281
2013-10-08,102.76,-1.269999999999996,8.721080291781597e-05,-0.012120806115278819
2013-10-09,102.84,0.0799999999999983,-5.557162308572164e-06,0.0007729558777848328
2013-10-10,105.92,3.0799999999999983,-0.0002075677771422945,0.02974186823997165
2013-10-11,107.01,1.0900000000000034,-7.059491502624516e-05,0.010220190583463212
2013-10-14,106.9,-0.10999999999999943,7.05894623247127e-06,-0.001020882367663421
2013-10-15,105.8,-1.1000000000000085,7.139677092029873e-05,-0.010218593874542829
2013-10-16,106.43,0.6300000000000097,-4.107145397460917e-05,0.005913559925987675
2013-10-17,108.02,1.5899999999999892,-0.0001015262037088447,0.014837870582911366
2013-10-18,107.74,-0.28000000000000114,1.7661441421434035e-05,-0.0025744511303245495
2013-10-21,107.62,-0.11999999999999034,7.597322201170152e-06,-0.001106195141136405
2013-10-22,106.13,-1.490000000000009,9.576446229401481e-05,-0.013749245758854554
2013-10-23,106.39,0.2600000000000051,-1.690377225707728e-05,0.0024329219132230425
2013-10-24,107.06,0.6700000000000017,-4.318132981725485e-05,0.006254403029615038
2013-10-25,107.52,0.45999999999999375,-2.933530412194804e-05,0.004267320776580403
2013-10-28,105.99,-1.5300000000000011,9.855678793985111e-05,-0.014131353926345874
2013-10-29,106.42,0.4300000000000068,-2.798527422419204e-05,0.00402900123393702
2013-10-30,105.95,-0.46999999999999886,3.060010384583286e-05,-0.004385862967005501
2013-10-31,106.25,0.29999999999999716,-1.9563232348076057e-05,0.0028119610715688394
2013-11-01,107.51,1.2600000000000051,-8.097333050479564e-05,0.011777850198907017
2013-11-04,107.98,0.46999999999999886,-2.9720419214045984e-05,0.0043419659355436405
2013-11-05,107.68,-0.29999999999999716,1.8940530668304484e-05,-0.002759351745679141
2013-11-06,108.67,0.9899999999999949,-6.210688373202823e-05,0.00913180099145366
2013-11-07,107.27,-1.4000000000000057,8.816360619686983e-05,-0.012794876791337001
2013-11-08,108.55,1.2800000000000011,-8.069583489721549e-05,0.011851810923749201
2013-11-11,108.08,-0.46999999999999886,2.940843760430232e-05,-0.004300393496988041
2013-11-12,107.45,-0.6299999999999955,3.9823373924073516e-05,-0.0057891921701173354
2013-11-13,107.46,0.009999999999990905,-6.440097258636874e-07,9.24225328519949e-05
2013-11-14,108.69,1.230000000000004,-7.830948514514946e-05,0.011367810001175378
2013-11-15,108.59,-0.09999999999999432,6.30037298026162e-06,-0.0009137474695074955
2013-11-18,109.13,0.539999999999992,-3.388484112355169e-05,0.004938948753129989
2013-11-19,109.1,-0.030000000000001137,1.8736912606205535e-06,-0.00027302780237083857
2013-11-20,108.83,-0.269999999999996,1.6909706380994117e-05,-0.0024578840608050377
2013-11-21,109.77,0.9399999999999977,-5.85115014287957e-05,0.008578812765776917
2013-11-22,110.2,0.4300000000000068,-2.643314748053083e-05,0.003890848441296064
2013-11-25,110.31,0.10999999999999943,-6.72886613166622e-06,0.0009914562518356605
2013-11-26,110.94,0.6299999999999955,-3.8280992187182206e-05,0.005672896598239755
2013-11-27,111.51,0.5700000000000074,-3.4262461498304156e-05,0.005103649923574775
2013-11-29,110.86,-0.6500000000000057,3.90994230292707e-05,-0.005789974202654575
2013-12-02,110.31,-0.5499999999999972,3.3444030656215834e-05,-0.004927768309231906
2013-12-03,109.69,-0.6200000000000045,3.8102673615724055e-05,-0.005582421304264836
2013-12-04,108.94,-0.75,4.66715837204396e-05,-0.006790779414547406
2013-12-05,109.05,0.10999999999999943,-6.885338982270439e-06,0.0010028447876929583
2013-12-06,111.12,2.0700000000000074,-0.00012702760942045525,0.018855090684939995
