Date,Valeurs,Gain,Rendement,Rentabilite
2013-09-04,23.17,0.11000000000000298,-0.0001245105067264887,0.004645654280784482
2013-09-05,23.16,-0.010000000000001563,1.1270263326712212e-05,-0.00042032231328103755
2013-09-06,23.16,0.0,-0.0,0.0
2013-09-09,23.39,0.23000000000000043,-0.000256777940548836,0.009674137430781061
2013-09-10,23.87,0.4800000000000004,-0.0005199448114776229,0.020001645611780198
2013-09-11,24.09,0.21999999999999886,-0.00023138335503161185,0.008985206506719492
2013-09-12,23.85,-0.23999999999999844,0.00025262987694017486,-0.009710010222686163
2013-09-13,23.78,-0.07000000000000028,7.464426715100596e-05,-0.0028603662150292995
2013-09-16,24.14,0.35999999999999943,-0.0003792730960815087,0.014759498981294413
2013-09-17,24.45,0.3099999999999987,-0.00031764660414606443,0.012524109816732092
2013-09-18,24.86,0.41000000000000014,-0.000407945851591528,0.0163609703038277
2013-09-19,24.46,-0.3999999999999986,0.00040603327146403363,-0.015684071314215717
2013-09-20,24.01,-0.4499999999999993,0.0004729585805776922,-0.01792442490266022
2013-09-23,24.28,0.2699999999999996,-0.00028587891798015683,0.010959435534331362
2013-09-24,24.32,0.03999999999999915,-4.181257809882694e-05,0.0016056338798912534
2013-09-25,24.23,-0.08999999999999986,9.427243671229715e-05,-0.003606385458024539
2013-09-26,24.25,0.019999999999999574,-2.100990296305175e-05,0.0008044131263394482
2013-09-27,24.05,-0.1999999999999993,0.00021167149638035468,-0.008035751184031987
2013-09-30,23.89,-0.16000000000000014,0.00017188895059769353,-0.006480917702208965
2013-10-01,24.17,0.28000000000000114,-0.000299312213830387,0.011421072884537179
2013-10-02,24.33,0.1599999999999966,-0.00016794242941477918,0.006451834153125419
2013-10-03,24.1,-0.22999999999999687,0.00024211845419079518,-0.009211231319750712
2013-10-04,24.05,-0.05000000000000071,5.3247238456677296e-05,-0.00202144155822385
2013-10-07,23.94,-0.10999999999999943,0.00011792684139402586,-0.004455877732410524
2013-10-08,23.67,-0.2699999999999996,0.00029410375411610733,-0.01098409173460568
2013-10-09,23.57,-0.10000000000000142,0.00011063724875531862,-0.004114119827712844
2013-10-10,24.25,0.6799999999999997,-0.0007343393406458065,0.028115894006829786
2013-10-11,24.4,0.14999999999999858,-0.00015647641868691086,0.006029090591622309
2013-10-14,24.38,-0.019999999999999574,2.0752273192001865e-05,-0.0007989198579555217
2013-10-15,24.19,-0.18999999999999773,0.00019885807878900703,-0.007594415095944288
2013-10-16,24.36,0.16999999999999815,-0.00017807172961475226,0.006849625666003195
2013-10-17,24.68,0.3200000000000003,-0.00032853886085467885,0.012807750137503297
2013-10-18,25.55,0.870000000000001,-0.0008516132321263931,0.034399602327030855
2013-10-21,26.14,0.5899999999999999,-0.0005452739271138963,0.02254670258952015
2013-10-22,26.02,-0.120000000000001,0.00010889992447343112,-0.004481765722045352
2013-10-23,25.7,-0.3200000000000003,0.00029537162394142365,-0.012002860505190024
2013-10-24,25.94,0.240000000000002,-0.0002222119214038907,0.009116309479374397
2013-10-25,25.88,-0.060000000000002274,5.516659949845591e-05,-0.002257863469892534
2013-10-28,26.09,0.21000000000000085,-0.0001919729999411517,0.007922401034061973
2013-10-29,26.21,0.120000000000001,-0.00010831768111357763,0.004491145714823601
2013-10-30,26.37,0.16000000000000014,-0.00014289006700812643,0.005961650184804165
2013-10-31,26.14,-0.23000000000000043,0.0002059545215534357,-0.008516078091264177
2013-11-01,26.54,0.3999999999999986,-0.00035588746983153033,0.014946331351897565
2013-11-04,26.43,-0.10999999999999943,9.679519776329745e-05,-0.004047892066743087
2013-11-05,26.42,-0.00999999999999801,8.839531170041353e-06,-0.0003695183954284456
2013-11-06,26.9,0.4799999999999969,-0.000416884119835071,0.017751170384328323
2013-11-07,26.6,-0.29999999999999716,0.0002587894371720522,-0.010893626919705166
2013-11-08,27.05,0.4499999999999993,-0.00038603156339713076,0.01653126166968555
2013-11-11,27.01,-0.03999999999999915,3.379304648110077e-05,-0.0014449500219107347
2013-11-12,27.05,0.03999999999999915,-3.3793046481100754e-05,0.0014471399413011705
2013-11-13,27.15,0.09999999999999787,-8.40469784028114e-05,0.003612810692576777
2013-11-14,26.99,-0.16000000000000014,0.00013477410986564484,-0.005758411893817602
2013-11-15,27.2,0.21000000000000085,-0.0001765658518839562,0.007604093651635898
2013-11-18,27.22,0.019999999999999574,-1.6673707506202914e-05,0.0007186204101408402
2013-11-19,27.03,-0.18999999999999773,0.0001593964491159037,-0.006820765196732654
2013-11-20,26.96,-0.07000000000000028,5.929134666278455e-05,-0.002530423784672779
2013-11-21,26.91,-0.05000000000000071,4.2539817919389567e-05,-0.0018120595886088266
2013-11-22,27.08,0.16999999999999815,-0.00014399445604737173,0.00617335968739366
2013-11-25,26.73,-0.34999999999999787,0.00029845553229070174,-0.01262621211911247
2013-11-26,26.78,0.05000000000000071,-4.311413535918255e-05,0.0018274432907538257
2013-11-27,26.83,0.04999999999999716,-4.295344160085235e-05,0.0018241115322601318
2013-11-29,26.66,-0.16999999999999815,0.00014669905343739638,-0.006189491777721686
2013-12-02,26.66,0.0,-0.0,0.0
2013-12-03,26.56,-0.10000000000000142,8.71707920740044e-05,-0.003663766942359657
2013-12-04,26.64,0.08000000000000185,-6.978898848927862e-05,0.0029422592042818753
2013-12-05,26.45,-0.19000000000000128,0.00016643816234040152,-0.006965693969791778
2013-12-06,26.94,0.490000000000002,-0.0004244553580914036,0.018101064490679938
2013-12-09,27.19,0.25,-0.0002106650145521234,0.009069216202968291
