Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2013-09-03,176.03,178.4,175.25,177.02,3137600.0,0.0,1.0,41.91599896488249,42.480339801937376,41.730266537497336,42.151736276563646,12550400.0
2013-09-04,176.9,177.88,175.25,176.19,2438300.0,0.0,1.0,42.12316205696593,42.356518183680606,41.730266537497336,41.95409792434611,9753200.0
2013-09-05,176.13,176.7,175.23,176.21,1851700.0,0.0,1.0,41.93981081454725,42.0755383576364,41.72550416756438,41.95886029427906,7406800.0
2013-09-06,176.32,177.89,175.05,176.67,1674300.0,0.0,1.0,41.9850533289103,42.35889936864708,41.682642838167816,42.06839480273697,6697200.0
2013-09-09,177.28,178.65,177.28,178.55,2700400.0,0.0,1.0,42.213647085692024,42.53986942609928,42.213647085692024,42.51605757643452,10801600.0
2013-09-10,182.41,184.65,181.33,184.59,4876800.0,0.0,1.0,43.435194973494376,43.968580405985065,43.178026997114934,43.95429329618621,19507200.0
2013-09-11,185.0,186.53,182.9101,186.31,2751500.0,0.0,1.0,44.05192187981174,44.41624317968262,43.554278033667856,44.363857110420135,11006000.0
2013-09-12,186.43,187.81,185.06,185.06,3553000.0,0.0,1.0,44.39243133001785,44.72103485539158,44.066208989610594,44.066208989610594,14212000.0
2013-09-13,185.49,189.3,185.2,189.0,4100900.0,0.0,1.0,44.16859994316908,45.07583141539656,44.099545579141264,45.00439586640226,16403600.0
2013-09-16,190.96,191.08,188.88,189.38,2845200.0,0.0,1.0,45.47110811983162,45.499682339429334,44.97582164680455,45.09488089512836,11380800.0
2013-09-17,189.32,191.9,188.555,191.6,2600200.0,0.0,1.0,45.080593785329505,45.69493950668039,44.898433135394065,45.623503957686104,10400800.0
2013-09-18,190.42,194.0,190.17,193.65,2618700.0,0.0,1.0,45.342524131641895,46.19498834964042,45.28299450747999,46.11164687581375,10474800.0
2013-09-19,194.53,198.0,194.01,194.71,3741600.0,0.0,1.0,46.32119115286366,47.147462336230944,46.19736953460689,46.364052482260234,14966400.0
2013-09-20,195.3,198.83,193.87,198.83,14426800.0,0.0,1.0,46.50454239528234,47.345100688448476,46.16403294507623,47.345100688448476,57707200.0
2013-09-23,197.96,200.86,196.0,196.24,4887900.0,0.0,1.0,47.137937596365035,47.82848123664317,46.67122534293568,46.728373782131115,19551600.0
2013-09-24,196.24,196.8,192.62,193.34,3824100.0,0.0,1.0,46.728373782131115,46.86172014025379,45.86638482426669,46.03783014185298,15296400.0
2013-09-25,193.27,194.0,190.68,191.56,2648700.0,0.0,1.0,46.02116184708765,46.19498834964042,45.40443494077029,45.6139792178202,10594800.0
2013-09-26,192.45,194.5,191.66,193.56,2331600.0,0.0,1.0,45.82590467983658,46.31404759796423,45.63779106748496,46.09021621111546,9326400.0
2013-09-27,191.99,193.71,191.81,193.05,1814600.0,0.0,1.0,45.71637017137868,46.125933985612605,45.673508841982105,45.96877577782517,7258400.0
2013-09-30,190.8,191.96,190.25,191.1,2390400.0,0.0,1.0,45.433009160368,45.70922661647925,45.3020439872118,45.50444470936229,9561600.0
2013-10-01,191.29,193.61,190.07,193.22,2346200.0,0.0,1.0,45.549687223725336,46.102122135947845,45.259182657815224,46.009255922255264,9384800.0
2013-10-02,191.9,193.0,191.0,191.82,2178100.0,0.0,1.0,45.69493950668039,45.95686985299279,45.48063285969752,45.67589002694858,8712400.0
2013-10-03,191.99,192.11,187.74,188.65,4911500.0,0.0,1.0,45.71637017137868,45.7449443909764,44.70436656062625,44.92105439257559,19646000.0
2013-10-04,188.64,191.15,188.0101,190.48,2341400.0,0.0,1.0,44.91867320760911,45.51635063419467,44.76868236657077,45.35681124144075,9365600.0
