Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2013-09-03,87.7,88.0,86.835,87.15,10546700.0,0.0,1.0,64.6201828670021,64.84123252333164,63.98282302458526,64.21492516373128,10546700.0
2013-09-04,87.01,87.98,86.9,87.76,9822300.0,0.0,1.0,64.11176865744416,64.82649587957634,64.03071711679,64.66439279826801,9822300.0
2013-09-05,88.06,88.3,87.33,87.35,11740100.0,0.0,1.0,64.88544245459755,65.06228217966118,64.347554957529,64.3622916012843,11740100.0
2013-09-06,87.49,87.73,86.8,87.25,12950600.0,0.0,1.0,64.46544810757142,64.64228783263506,63.95703389801348,64.28860838250779,12950600.0
2013-09-09,87.34,88.195,87.31,88.04,9297000.0,0.0,1.0,64.35492327940665,64.98491479994584,64.3328183137737,64.87070581084225,9297000.0
2013-09-10,88.4,88.4,87.28,87.82,11823100.0,0.0,1.0,65.13596539843769,65.13596539843769,64.31071334814075,64.70860272953391,11823100.0
2013-09-11,87.88,88.85,87.88,88.84,11201200.0,0.0,1.0,64.75281266079982,65.467539882932,64.75281266079982,65.46017156105435,11201200.0
2013-09-12,88.59,88.8,87.865,87.98,10917200.0,0.0,1.0,65.27596351411307,65.43069827354374,64.74176017798334,64.82649587957634,10917200.0
2013-09-13,88.15,88.88,88.15,88.4,8254200.0,0.0,1.0,64.95175735149641,65.48964484856495,64.95175735149641,65.13596539843769,8254200.0
2013-09-16,88.88,89.18,88.49,88.67,9421300.0,0.0,1.0,65.48964484856495,65.7106945048945,65.20228029533655,65.33491008913428,9421300.0
2013-09-17,88.71,89.35,88.65,88.94,8941200.0,0.0,1.0,65.36438337664488,65.83595597681456,65.32017344537898,65.53385477983086,8941200.0
2013-09-18,88.91,89.87,88.37,89.58,15134700.0,0.0,1.0,65.51174981419791,66.21910871445245,65.11386043280474,66.00542738000054,15134700.0
2013-09-19,89.64,89.74,88.98,89.28,11757500.0,0.0,1.0,66.04963731126645,66.12332053004296,65.56332806734147,65.78437772367101,11757500.0
2013-09-20,89.53,89.75,88.59,88.66,20651100.0,0.0,1.0,65.9685857706123,66.13068885192062,65.27596351411307,65.32754176725662,20651100.0
2013-09-23,88.29,88.91,87.64,87.75,12227700.0,0.0,1.0,65.05491385778353,65.51174981419791,64.57597293573619,64.65702447639036,12227700.0
2013-09-24,87.59,88.07,87.28,87.36,12129200.0,0.0,1.0,64.53913132634794,64.89281077647519,64.31071334814075,64.36965992316195,12129200.0
2013-09-25,87.59,87.6,86.93,87.14,13577400.0,0.0,1.0,64.53913132634794,64.54649964822558,64.05282208242295,64.20755684185363,13577400.0
2013-09-26,87.4,87.45,86.81,87.07,9787100.0,0.0,1.0,64.39913321067256,64.43597482006082,63.964402219891134,64.15597858871006,9787100.0
2013-09-27,86.85,87.01,86.61,86.9,10867100.0,0.0,1.0,63.99387550740173,64.11176865744416,63.8170357823381,64.03071711679,10867100.0
2013-09-30,86.06,86.7,85.61,86.04,17486100.0,0.0,1.0,63.41177807906728,63.88335067923697,63.08020359457297,63.39704143531198,17486100.0
2013-10-01,85.99,86.34,85.78,86.0,11885100.0,0.0,1.0,63.36019982592372,63.618091091641524,63.20546506649305,63.36756814780137,11885100.0
