Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2013-09-03,101.1,103.13,101.09,102.66,4633500.0,0.0,1.0,87.658245228249,89.418346492476,87.649574778671,89.010835362334,4633500.0
2013-09-04,102.44,103.41,102.06,103.36,2567900.0,0.0,1.0,88.82008547163,89.661119080645,88.490608387686,89.617766832757,2567900.0
2013-09-05,103.23,104.13,102.84,103.68,1672700.0,0.0,1.0,89.50505098825,90.285391450223,89.166903454729,89.895221219237,1672700.0
2013-09-06,104.12,104.398,102.18,103.23,2444100.0,0.0,1.0,90.276721000645,90.517759498899,88.594653782616,89.50505098825,2444100.0
2013-09-09,103.54,104.8,103.54,104.48,2194400.0,0.0,1.0,89.773834925152,90.866311571914,89.773834925152,90.588857185434,2194400.0
2013-09-10,105.25,106.41,105.0,106.26,2881100.0,0.0,1.0,91.2564818029,92.262253953887,91.039720563463,92.132197210225,2881100.0
2013-09-11,106.77,107.83,106.415,107.83,3121300.0,0.0,1.0,92.574390138676,93.493457793888,92.266589178675,93.493457793888,3121300.0
2013-09-12,107.8,109.13,107.65,107.83,3514000.0,0.0,1.0,93.467446445155,94.620616238959,93.337389701493,93.493457793888,3514000.0
2013-09-13,108.01,108.39,107.4,108.39,2219100.0,0.0,1.0,93.649525886282,93.979002970226,93.120628462056,93.979002970226,2219100.0
2013-09-16,109.53,110.0,109.05,109.7,2819500.0,0.0,1.0,94.967434222058,95.374945352199,94.551252642339,95.114831864875,2819500.0
2013-09-17,109.6,111.47,109.49,110.39,3361400.0,0.0,1.0,95.0281273691,96.649501440088,94.932752423748,95.713092885721,3361400.0
2013-09-18,110.1,111.09,108.91,111.01,3718700.0,0.0,1.0,95.461649847974,96.320024356144,94.429866348255,96.250660759524,3718700.0
2013-09-19,111.52,112.46,111.34,112.0,3094700.0,0.0,1.0,96.692853687975,97.507875948258,96.536785595581,97.109035267694,3094700.0
2013-09-20,112.0,112.19,109.58,109.58,5758400.0,0.0,1.0,97.109035267694,97.273773809666,95.010786469945,95.010786469945,5758400.0
2013-09-23,109.68,110.84,109.1,109.42,3095900.0,0.0,1.0,95.09749096572,96.103263116707,94.594604890227,94.872059276706,3095900.0
2013-09-24,109.55,110.6,109.1,110.0,2520000.0,0.0,1.0,94.984775121213,95.895172326848,94.594604890227,95.374945352199,2520000.0
2013-09-25,109.86,110.89,109.23,109.26,2458000.0,0.0,1.0,95.253559058115,96.146615364594,94.707320734734,94.733332083466,2458000.0
2013-09-26,109.67,110.38,109.11,109.66,2577300.0,0.0,1.0,95.088820516143,95.704422436143,94.603275339804,95.080150066565,2577300.0
2013-09-27,108.99,109.57,108.3,109.36,1846800.0,0.0,1.0,94.499229944875,95.002116020368,93.900968924029,94.820036579241,1846800.0
2013-09-30,108.86,109.01,107.5,107.82,3333000.0,0.0,1.0,94.386514100367,94.51657084403,93.207332957831,93.48478734431,3333000.0
2013-10-01,108.08,108.48,106.35,107.38,4995300.0,0.0,1.0,93.710219033325,94.057037016423,92.210231256422,93.103287562901,4995300.0
2013-10-02,106.74,106.76,104.55,104.98,5604500.0,0.0,1.0,92.548378789943,92.565719689098,90.649550332477,91.022379664308,5604500.0
2013-10-03,104.83,104.975,102.73,103.69,4264800.0,0.0,1.0,90.892322920646,91.018044439519,89.071528509377,89.903891668814,4264800.0
2013-10-04,103.77,104.62,103.3,104.27,2111500.0,0.0,1.0,89.973255265434,90.710243479519,89.565744135293,90.406777744307,2111500.0
2013-10-07,103.44,104.75,103.0,104.03,2164100.0,0.0,1.0,89.687130429377,90.822959324026,89.305630647968,90.198686954448,2164100.0
2013-10-08,104.01,104.475,102.73,102.76,2200500.0,0.0,1.0,90.181346055293,90.584521960646,89.071528509377,89.097539858109,2200500.0
2013-10-09,103.0,103.39,102.21,102.84,3548600.0,0.0,1.0,89.305630647968,89.64377818149,88.620665131348,89.166903454729,3548600.0
2013-10-10,104.37,105.92,103.98,105.92,3419500.0,0.0,1.0,90.493482240082,91.83740192459,90.155334706561,91.83740192459,3419500.0
2013-10-11,105.68,107.03,105.365,107.01,3201600.0,0.0,1.0,91.629311134731,92.79982182769,91.356191973041,92.782480928535,3201600.0
2013-10-14,106.03,107.07,105.68,106.9,2435300.0,0.0,1.0,91.932776869943,92.834503626,91.629311134731,92.687105983183,2435300.0
2013-10-15,106.82,106.91,105.77,105.8,2710200.0,0.0,1.0,92.617742386563,92.69577643276,91.707345180928,91.733356529661,2710200.0
2013-10-16,106.51,107.14,105.97,106.43,3246200.0,0.0,1.0,92.348958449661,92.895196773042,91.880754172478,92.279594853042,3246200.0
2013-10-17,105.98,108.16,105.98,108.02,2069500.0,0.0,1.0,91.889424622055,93.779582629944,91.889424622055,93.65819633586,2069500.0
2013-10-18,108.08,108.44,107.06,107.74,2708200.0,0.0,1.0,93.710219033325,94.022355218114,92.825833176422,93.41542374769,2708200.0
2013-10-21,107.9,107.94,106.95,107.62,2958000.0,0.0,1.0,93.55415094093,93.58883273924,92.73045823107,93.311378352761,2958000.0
2013-10-22,107.62,108.56,105.07,106.13,5832200.0,0.0,1.0,93.311378352761,94.126400613043,91.100413710505,92.019481365717,5832200.0
2013-10-23,106.2,106.92,105.66,106.39,3399000.0,0.0,1.0,92.08017451276,92.704446882338,91.611970235576,92.244913054732,3399000.0
2013-10-24,107.35,107.49,106.21,107.06,2654700.0,0.0,1.0,93.077276214169,93.198662508254,92.088844962337,92.825833176422,2654700.0
2013-10-25,106.91,107.53,106.53,107.52,2732500.0,0.0,1.0,92.69577643276,93.233344306564,92.366299348816,93.224673856986,2732500.0
2013-10-28,107.09,107.24,105.91,105.99,3284200.0,0.0,1.0,92.851844525155,92.981901268817,91.828731475013,91.898095071633,3284200.0
2013-10-29,106.02,106.45,105.76,106.42,2246500.0,0.0,1.0,91.924106420365,92.296935752197,91.698674731351,92.270924403464,2246500.0
2013-10-30,106.59,107.23,105.68,105.95,2031400.0,0.0,1.0,92.418322046281,92.973230819239,91.629311134731,91.863413273323,2031400.0
2013-10-31,105.9,107.24,105.73,106.25,2963800.0,0.0,1.0,91.820061025436,92.981901268817,91.672663382618,92.123526760647,2963800.0
2013-11-01,106.45,107.73,106.405,107.51,2511000.0,0.0,1.0,92.296935752197,93.406753298113,92.257918729098,93.216003407409,2511000.0
2013-11-04,108.31,108.44,107.48,107.98,2293700.0,0.0,1.0,93.909639373606,94.022355218114,93.189992058676,93.62351453755,2293700.0
2013-11-05,107.59,108.26,106.7131,107.68,2289600.0,0.0,1.0,93.285367004028,93.866287125719,92.52505528058,93.363401050226,2289600.0
2013-11-06,108.23,108.98,108.1,108.67,3150300.0,0.0,1.0,93.840275776987,94.490559495297,93.727559932479,94.221775558395,3150300.0
2013-11-07,108.78,109.27,107.09,107.27,2536000.0,0.0,1.0,94.317150503748,94.742002533044,92.851844525155,93.007912617549,2536000.0
2013-11-08,107.01,108.59,106.79,108.55,2950900.0,0.0,1.0,92.782480928535,94.152411961776,92.591731037831,94.117730163466,2950900.0
2013-11-11,108.54,108.6,107.78,108.08,2409700.0,0.0,1.0,94.109059713888,94.161082411353,93.450105546,93.710219033325,2409700.0
2013-11-12,107.89,107.97,107.15,107.45,3004400.0,0.0,1.0,93.545480491353,93.614844087972,92.90386722262,93.163980709944,3004400.0
2013-11-13,106.55,107.54,106.02,107.46,2797600.0,0.59,1.0,92.890864775668,93.753952116146,92.428807916624,93.684207684592,2797600.0
2013-11-14,108.5,108.97,107.4802,108.69,2561000.0,0.0,1.0,94.590885294791,95.000633830169,93.701818153559,94.756528319731,2561000.0
2013-11-15,108.82,109.0,108.19,108.59,2974400.0,0.0,1.0,94.869863021006,95.026787992002,94.32062562252,94.669347780289,2974400.0
